Fungal_Genus,Bacterial_Genus,Group,Spearman_Rho,P_value,Mean_Fungal_Abundance,Mean_Bacterial_Abundance
g__Colletotrichum,g__Streptococcus,BMD_Day10,-0.27545404,0.509054073,0.05592803,0.002028972
g__Cutaneotrichosporon,g__Massilistercora,Essential oils_Day10,0.27545404,0.509054073,0.06025158,0.016541913
g__Zymoseptoria,g__Clostridium,Probiotic_Day10,0.27545404,0.509054073,0.037737105,0.02003968
g__Saccharomyces,g__Lactobacillus,Probiotic_Day10,0.27545404,0.509054073,0.011953729,0.202372771
g__Malassezia,g__Subdoligranulum,Essential oils_Day21,0.27545404,0.509054073,0.160397175,0.050284017
g__Talaromyces,g__Blautia,Probiotic_Day21,-0.27545404,0.509054073,0.085226407,0.032702945
g__Eremothecium,g__Ligilactobacillus,Probiotic_Day21,-0.27545404,0.509054073,0.050449409,0.042970001
g__Colletotrichum,g__Streptococcus,Basal Diet_Day21,-0.27545404,0.509054073,0.045328512,0.003302681
g__Zymoseptoria,g__Lactobacillus,Essential oils_Day21,0.272772363,0.513354991,0.021362486,0.167748054
g__Ustilago,g__Lactobacillus,Essential oils_Day21,0.272772363,0.513354991,0.01109871,0.167748054
g__Ustilago,g__Flavonifractor,Essential oils_Day21,-0.272772363,0.513354991,0.01109871,0.018628755
g__Ascochyta,g__Limosilactobacillus,Basal Diet_Day1,-0.251039506,0.514688677,0.004480287,0.003805365
g__Ascochyta,g__Clostridium,Basal Diet_Day1,-0.251039506,0.514688677,0.004480287,0.002321592
g__Ascochyta,g__Streptococcus,Basal Diet_Day1,-0.251039506,0.514688677,0.004480287,0.014025231
g__Trichoderma,g__Faecalibacterium,Basal Diet_Day1,-0.251039506,0.514688677,0.003007837,0.001490754
g__Trichoderma,g__Bifidobacterium,Basal Diet_Day1,-0.251039506,0.514688677,0.003007837,0.000707398
g__Trichoderma,g__Clostridium,Basal Diet_Day1,0.251039506,0.514688677,0.003007837,0.002321592
g__Trichoderma,g__Massilistercora,Basal Diet_Day1,-0.251039506,0.514688677,0.003007837,0.001057774
g__Zymoseptoria,g__Faecalibacterium,Basal Diet_Day1,0.251039506,0.514688677,0.004652605,0.001490754
g__Zymoseptoria,g__Blautia,Basal Diet_Day1,0.251039506,0.514688677,0.004652605,0.002397954
g__Zymoseptoria,g__Subdoligranulum,Basal Diet_Day1,0.251039506,0.514688677,0.004652605,0.001212361
g__Zymoseptoria,g__Flavonifractor,Basal Diet_Day1,0.251039506,0.514688677,0.004652605,0.001312396
g__Saccharomyces,g__Escherichia,Basal Diet_Day1,0.251039506,0.514688677,0.058065738,0.731920299
g__Talaromyces,g__Enterococcus,Probiotic_Day1,-0.295541402,0.519894777,0.015117957,0.038801408
g__Talaromyces,g__Bifidobacterium,Essential oils_Day1,0.26837252,0.520440978,0.014405602,0.042221295
g__Talaromyces,g__Lachnoclostridium,Essential oils_Day1,0.26837252,0.520440978,0.014405602,0.002992657
g__Talaromyces,g__Flavonifractor,Essential oils_Day1,0.26837252,0.520440978,0.014405602,0.002253041
g__Candida,g__Ligilactobacillus,BMD_Day10,-0.26837252,0.520440978,0.036677394,0.007939981
g__Candida,g__Flavonifractor,BMD_Day10,-0.26837252,0.520440978,0.036677394,0.004619363
g__Cutaneotrichosporon,g__Enterococcus,BMD_Day10,0.26837252,0.520440978,0.035653141,0.483332009
g__Cutaneotrichosporon,g__Bifidobacterium,BMD_Day10,-0.26837252,0.520440978,0.035653141,0.003773746
g__Ascochyta,g__Limosilactobacillus,Essential oils_Day10,-0.26837252,0.520440978,0.022617617,0.057306863
g__Eremothecium,g__Massilistercora,Essential oils_Day10,-0.26837252,0.520440978,0.014589437,0.016541913
g__Talaromyces,g__Blautia,Essential oils_Day21,-0.26837252,0.520440978,0.063458297,0.047604416
g__Talaromyces,g__Lachnoclostridium,Basal Diet_Day21,0.26837252,0.520440978,0.0897301,0.033051254
g__Zymoseptoria,g__Lachnoclostridium,Basal Diet_Day21,0.26837252,0.520440978,0.039425984,0.033051254
g__Candida,g__Bifidobacterium,Basal Diet_Day1,-0.25,0.520634921,0.443963521,0.000707398
g__Candida,g__Massilistercora,Basal Diet_Day1,-0.25,0.520634921,0.443963521,0.001057774
g__Aspergillus,g__Enterococcus,Basal Diet_Day1,-0.25,0.520634921,0.082065025,0.128164708
g__Pyricularia,g__Enterococcus,Basal Diet_Day10,-0.25,0.520634921,0.056864348,0.320828489
g__Ustilago,g__Lactobacillus,Basal Diet_Day10,0.247536886,0.520766693,0.008097646,0.209988822
g__Talaromyces,g__Faecalibacterium,BMD_Day1,0.266356802,0.523699418,0.015413961,0.01879567
g__Ascochyta,g__Lactobacillus,BMD_Day10,0.266356802,0.523699418,0.014426074,0.209827214
g__Ustilago,g__Enterococcus,BMD_Day21,-0.266356802,0.523699418,0.010789389,0.024425987
g__Saccharomyces,g__Enterococcus,Essential oils_Day21,-0.266356802,0.523699418,0.034121991,0.030981701
g__Saccharomyces,g__Bifidobacterium,BMD_Day10,0.264978867,0.525931214,0.003648657,0.003773746
g__Ustilago,g__Subdoligranulum,Basal Diet_Day21,0.264978867,0.525931214,0.0072596,0.035654885
g__Candida,g__Enterococcus,Essential oils_Day1,-0.263477778,0.528366471,0.405032299,0.062196557
g__Trichoderma,g__Lactobacillus,Essential oils_Day10,0.263477778,0.528366471,0.024831432,0.219766689
g__Talaromyces,g__Lactobacillus,Probiotic_Day21,0.263477778,0.528366471,0.085226407,0.216070468
g__Trichoderma,g__Shigella,Probiotic_Day21,0.263477778,0.528366471,0.026884743,0.001477128
g__Fusarium,g__Ligilactobacillus,Essential oils_Day1,-0.261904762,0.53640873,0.194187688,0.003339332
g__Aspergillus,g__Subdoligranulum,Essential oils_Day1,-0.261904762,0.53640873,0.146013389,0.004148101
g__Aspergillus,g__Ligilactobacillus,BMD_Day10,-0.261904762,0.53640873,0.126074891,0.007939981
g__Candida,g__Flavonifractor,Essential oils_Day10,-0.261904762,0.53640873,0.081265684,0.014240793
g__Pyricularia,g__Escherichia,Essential oils_Day10,0.261904762,0.53640873,0.058951622,0.073523087
g__Colletotrichum,g__Shigella,Essential oils_Day10,0.261904762,0.53640873,0.054673159,0.001494821
g__Zymoseptoria,g__Blautia,Essential oils_Day10,0.261904762,0.53640873,0.024340128,0.030232111
g__Candida,g__Bifidobacterium,Probiotic_Day10,-0.261904762,0.53640873,0.110786728,0.011321741
g__Colletotrichum,g__Escherichia,Probiotic_Day10,-0.261904762,0.53640873,0.060134811,0.042087477
g__Colletotrichum,g__Limosilactobacillus,Probiotic_Day10,-0.261904762,0.53640873,0.060134811,0.048504922
g__Colletotrichum,g__Lactobacillus,BMD_Day21,-0.261904762,0.53640873,0.044800743,0.23762362
g__Zymoseptoria,g__Subdoligranulum,BMD_Day21,0.261904762,0.53640873,0.041436817,0.039748354
g__Fusarium,g__Clostridium,Essential oils_Day21,-0.261904762,0.53640873,0.118734452,0.025490275
g__Pyricularia,g__Clostridium,Probiotic_Day21,-0.261904762,0.53640873,0.087731831,0.02084754
g__Colletotrichum,g__Massilistercora,Probiotic_Day21,0.261904762,0.53640873,0.04875637,0.018905126
g__Zymoseptoria,g__Lactobacillus,Probiotic_Day21,-0.261904762,0.53640873,0.040424968,0.216070468
g__Saccharomyces,g__Streptococcus,Basal Diet_Day10,0.237346442,0.538608766,0.013071502,0.011233379
g__Ascochyta,g__Clostridium,Basal Diet_Day10,0.237322226,0.538651441,0.0141494,0.016145402
g__Tetrapisispora,g__Faecalibacterium,Basal Diet_Day10,-0.237322226,0.538651441,0.03687436,0.027285664
g__Candida,g__Clostridium,Basal Diet_Day10,-0.235004836,0.542741408,0.112888233,0.016145402
g__Trichoderma,g__Flavonifractor,Basal Diet_Day10,-0.234311674,0.543967067,0.044598971,0.009043991
g__Ascochyta,g__Escherichia,Essential oils_Day1,-0.253673145,0.544373792,0.010993532,0.653498957
g__Candida,g__Flavonifractor,BMD_Day21,-0.253673145,0.544373792,0.005560111,0.019505229
g__Tetrapisispora,g__Lactobacillus,Probiotic_Day21,0.253673145,0.544373792,0.003548715,0.216070468
g__Tetrapisispora,g__Subdoligranulum,Probiotic_Day21,-0.253673145,0.544373792,0.003548715,0.042284567
g__Ustilago,g__Escherichia,Probiotic_Day21,-0.253673145,0.544373792,0.014408084,0.052272598
g__Ustilago,g__Limosilactobacillus,Probiotic_Day21,0.253673145,0.544373792,0.014408084,0.024243884
g__Ustilago,g__Streptococcus,Probiotic_Day21,0.253673145,0.544373792,0.014408084,0.002766541
g__Trichoderma,g__Limosilactobacillus,BMD_Day10,-0.253030414,0.545429171,0.048246467,0.047405845
g__Candida,g__Escherichia,BMD_Day1,0.251501515,0.547942604,0.292377796,0.740430565
g__Malassezia,g__Subdoligranulum,Probiotic_Day10,-0.251501515,0.547942604,0.028986607,0.021243091
g__Malassezia,g__Ligilactobacillus,Probiotic_Day10,0.251501515,0.547942604,0.028986607,0.023408668
g__Colletotrichum,g__Bifidobacterium,Basal Diet_Day21,0.251501515,0.547942604,0.045328512,0.099939287
g__Fusarium,g__Blautia,Basal Diet_Day10,0.233333333,0.551708554,0.070979256,0.022062926
g__Talaromyces,g__Lachnoclostridium,Basal Diet_Day10,0.233333333,0.551708554,0.071143344,0.020317198
g__Pyricularia,g__Escherichia,Basal Diet_Day10,-0.233333333,0.551708554,0.056864348,0.062434433
g__Trichoderma,g__Enterococcus,BMD_Day1,-0.24743583,0.554646423,0.015,0.067294204
g__Cutaneotrichosporon,g__Flavonifractor,BMD_Day1,-0.24743583,0.554646423,0.000833333,0.002637976
g__Tetrapisispora,g__Streptococcus,BMD_Day1,-0.24743583,0.554646423,0.000899281,0.008232814
g__Ustilago,g__Escherichia,BMD_Day1,0.24743583,0.554646423,0.006696429,0.740430565
g__Ustilago,g__Lactobacillus,BMD_Day1,0.24743583,0.554646423,0.006696429,0.016386405
g__Ustilago,g__Limosilactobacillus,BMD_Day1,0.24743583,0.554646423,0.006696429,0.002234855
g__Ustilago,g__Ligilactobacillus,BMD_Day1,0.24743583,0.554646423,0.006696429,0.004161424
g__Ustilago,g__Clostridium,BMD_Day1,0.24743583,0.554646423,0.006696429,0.00371795
g__Ustilago,g__Streptococcus,BMD_Day1,0.24743583,0.554646423,0.006696429,0.008232814
g__Ustilago,g__Shigella,BMD_Day1,0.24743583,0.554646423,0.006696429,0.024299832
g__Eremothecium,g__Blautia,BMD_Day1,0.24743583,0.554646423,0.001116071,0.005311716
g__Eremothecium,g__Clostridium,BMD_Day1,-0.24743583,0.554646423,0.001116071,0.00371795
g__Eremothecium,g__Lactobacillus,Essential oils_Day1,0.24743583,0.554646423,0.004120879,0.019290978
g__Eremothecium,g__Limosilactobacillus,Essential oils_Day1,-0.24743583,0.554646423,0.004120879,0.002580984
g__Eremothecium,g__Blautia,Essential oils_Day1,-0.24743583,0.554646423,0.004120879,0.002940738
g__Eremothecium,g__Massilistercora,Essential oils_Day1,-0.24743583,0.554646423,0.004120879,0.00170385
g__Candida,g__Escherichia,Basal Diet_Day21,-0.24743583,0.554646423,0.000912409,0.09477239
g__Candida,g__Enterococcus,Basal Diet_Day21,0.24743583,0.554646423,0.000912409,0.042207803
g__Candida,g__Faecalibacterium,Basal Diet_Day21,-0.24743583,0.554646423,0.000912409,0.101148384
g__Candida,g__Bifidobacterium,Basal Diet_Day21,0.24743583,0.554646423,0.000912409,0.099939287
g__Candida,g__Blautia,Basal Diet_Day21,0.24743583,0.554646423,0.000912409,0.030077644
g__Candida,g__Lachnoclostridium,Basal Diet_Day21,0.24743583,0.554646423,0.000912409,0.033051254
g__Candida,g__Clostridium,Basal Diet_Day21,0.24743583,0.554646423,0.000912409,0.026814159
g__Candida,g__Massilistercora,Basal Diet_Day21,0.24743583,0.554646423,0.000912409,0.019725862
g__Candida,g__Shigella,Basal Diet_Day21,-0.24743583,0.554646423,0.000912409,0.004074746
g__Saccharomyces,g__Streptococcus,Basal Diet_Day1,-0.228217732,0.554787536,0.058065738,0.014025231
g__Candida,g__Limosilactobacillus,Probiotic_Day1,0.285714286,0.555952381,0.34654204,0.000317884
g__Candida,g__Blautia,Probiotic_Day1,-0.285714286,0.555952381,0.34654204,0.000110842
g__Fusarium,g__Escherichia,Probiotic_Day1,-0.285714286,0.555952381,0.210980654,0.816333406
g__Fusarium,g__Enterococcus,Probiotic_Day1,0.285714286,0.555952381,0.210980654,0.038801408
g__Fusarium,g__Subdoligranulum,Probiotic_Day1,-0.285714286,0.555952381,0.210980654,0.000150556
g__Fusarium,g__Lachnoclostridium,Probiotic_Day1,-0.285714286,0.555952381,0.210980654,0.000117336
g__Fusarium,g__Massilistercora,Probiotic_Day1,-0.285714286,0.555952381,0.210980654,6.59691997064414e-05
g__Fusarium,g__Flavonifractor,Probiotic_Day1,-0.285714286,0.555952381,0.210980654,7.01791500510631e-05
g__Cutaneotrichosporon,g__Enterococcus,Essential oils_Day1,0.245495127,0.557856585,0.009276036,0.062196557
g__Zymoseptoria,g__Limosilactobacillus,BMD_Day10,0.245495127,0.557856585,0.03623647,0.047405845
g__Candida,g__Bifidobacterium,Probiotic_Day21,-0.245495127,0.557856585,0.009033583,0.096034229
g__Candida,g__Clostridium,Probiotic_Day21,-0.245495127,0.557856585,0.009033583,0.02084754
g__Cutaneotrichosporon,g__Blautia,Basal Diet_Day21,-0.245495127,0.557856585,0.021077243,0.030077644
g__Cutaneotrichosporon,g__Clostridium,Basal Diet_Day21,-0.245495127,0.557856585,0.021077243,0.026814159
g__Saccharomyces,g__Faecalibacterium,Basal Diet_Day21,0.245495127,0.557856585,0.005293173,0.101148384
g__Eremothecium,g__Faecalibacterium,Basal Diet_Day21,0.245495127,0.557856585,0.016034352,0.101148384
g__Talaromyces,g__Blautia,Essential oils_Day1,0.243975018,0.560375585,0.014405602,0.002940738
g__Colletotrichum,g__Limosilactobacillus,Essential oils_Day1,0.243975018,0.560375585,0.027065399,0.002580984
g__Saccharomyces,g__Lactobacillus,BMD_Day21,-0.243975018,0.560375585,0.016714085,0.23762362
g__Talaromyces,g__Escherichia,Essential oils_Day21,-0.243975018,0.560375585,0.063458297,0.041657308
g__Talaromyces,g__Shigella,Essential oils_Day21,-0.243975018,0.560375585,0.063458297,0.001109635
g__Trichoderma,g__Subdoligranulum,Essential oils_Day21,0.243975018,0.560375585,0.023996994,0.050284017
g__Zymoseptoria,g__Enterococcus,Basal Diet_Day21,-0.243975018,0.560375585,0.039425984,0.042207803
g__Pyricularia,g__Clostridium,Probiotic_Day1,-0.267261242,0.56231227,0.005321068,0.000252781
g__Trichoderma,g__Clostridium,Probiotic_Day1,-0.267261242,0.56231227,0.005321068,0.000252781
g__Cutaneotrichosporon,g__Lactobacillus,Probiotic_Day1,0.267261242,0.56231227,0.003645257,0.001210591
g__Cutaneotrichosporon,g__Blautia,Probiotic_Day1,0.267261242,0.56231227,0.003645257,0.000110842
g__Cutaneotrichosporon,g__Ligilactobacillus,Probiotic_Day1,0.267261242,0.56231227,0.003645257,0.000271855
g__Ustilago,g__Escherichia,BMD_Day21,-0.240989487,0.565334518,0.010789389,0.034579915
g__Ustilago,g__Lachnoclostridium,BMD_Day21,-0.240989487,0.565334518,0.010789389,0.040034722
g__Ustilago,g__Massilistercora,BMD_Day21,-0.240989487,0.565334518,0.010789389,0.019550457
g__Trichoderma,g__Clostridium,BMD_Day10,-0.240981346,0.565348061,0.048246467,0.010880368
g__Malassezia,g__Limosilactobacillus,BMD_Day1,0.239525252,0.567772152,0.073421688,0.002234855
g__Malassezia,g__Faecalibacterium,BMD_Day10,-0.239525252,0.567772152,0.058829503,0.014226805
g__Malassezia,g__Lachnoclostridium,BMD_Day10,-0.239525252,0.567772152,0.058829503,0.009312652
g__Talaromyces,g__Lactobacillus,BMD_Day10,0.239525252,0.567772152,0.0525028,0.209827214
g__Zymoseptoria,g__Streptococcus,Probiotic_Day10,-0.239525252,0.567772152,0.037737105,0.012357095
g__Ustilago,g__Limosilactobacillus,Probiotic_Day10,0.239525252,0.567772152,0.013733262,0.048504922
g__Cutaneotrichosporon,g__Ligilactobacillus,BMD_Day21,-0.239525252,0.567772152,0.012709718,0.040594284
g__Talaromyces,g__Massilistercora,Probiotic_Day21,-0.239525252,0.567772152,0.085226407,0.018905126
g__Aspergillus,g__Shigella,Basal Diet_Day21,-0.239525252,0.567772152,0.137428766,0.004074746
g__Malassezia,g__Lactobacillus,Basal Diet_Day21,0.239525252,0.567772152,0.085443311,0.176589499
g__Ascochyta,g__Escherichia,Basal Diet_Day10,-0.220370639,0.568838014,0.0141494,0.062434433
g__Cutaneotrichosporon,g__Escherichia,Basal Diet_Day10,-0.220370639,0.568838014,0.040291389,0.062434433
g__Saccharomyces,g__Blautia,Basal Diet_Day10,0.219089023,0.571145077,0.013071502,0.022062926
g__Saccharomyces,g__Massilistercora,Basal Diet_Day10,0.219089023,0.571145077,0.013071502,0.012800621
g__Malassezia,g__Ligilactobacillus,Probiotic_Day1,-0.259437261,0.574237066,0.078791235,0.000271855
g__Pyricularia,g__Escherichia,BMD_Day1,0.233804882,0.577329946,0.005580357,0.740430565
g__Pyricularia,g__Lactobacillus,BMD_Day1,0.233804882,0.577329946,0.005580357,0.016386405
g__Pyricularia,g__Ligilactobacillus,BMD_Day1,0.233804882,0.577329946,0.005580357,0.004161424
g__Zymoseptoria,g__Streptococcus,BMD_Day1,-0.233804882,0.577329946,0.005899281,0.008232814
g__Ustilago,g__Enterococcus,Basal Diet_Day21,0.233804882,0.577329946,0.0072596,0.042207803
g__Ustilago,g__Bifidobacterium,Basal Diet_Day21,0.233804882,0.577329946,0.0072596,0.099939287
g__Ustilago,g__Clostridium,Basal Diet_Day21,0.233804882,0.577329946,0.0072596,0.026814159
g__Aspergillus,g__Blautia,Basal Diet_Day1,0.216666667,0.580941358,0.082065025,0.002397954
g__Fusarium,g__Faecalibacterium,Basal Diet_Day10,0.216666667,0.580941358,0.070979256,0.027285664
g__Fusarium,g__Massilistercora,Basal Diet_Day10,0.216666667,0.580941358,0.070979256,0.012800621
g__Fusarium,g__Streptococcus,Basal Diet_Day10,-0.216666667,0.580941358,0.070979256,0.011233379
g__Fusarium,g__Shigella,Basal Diet_Day10,0.216666667,0.580941358,0.070979256,0.001375658
g__Pyricularia,g__Shigella,Basal Diet_Day10,-0.216666667,0.580941358,0.056864348,0.001375658
g__Fusarium,g__Ligilactobacillus,BMD_Day10,0.238095238,0.582142857,0.140041055,0.007939981
g__Aspergillus,g__Subdoligranulum,BMD_Day10,0.238095238,0.582142857,0.126074891,0.010534177
g__Aspergillus,g__Massilistercora,BMD_Day10,0.238095238,0.582142857,0.126074891,0.005937909
g__Talaromyces,g__Streptococcus,Essential oils_Day10,-0.238095238,0.582142857,0.080206114,0.011863543
g__Tetrapisispora,g__Enterococcus,Essential oils_Day10,-0.238095238,0.582142857,0.027668009,0.271247388
g__Ustilago,g__Faecalibacterium,Essential oils_Day10,0.238095238,0.582142857,0.036762777,0.01886966
g__Candida,g__Limosilactobacillus,Probiotic_Day10,0.238095238,0.582142857,0.110786728,0.048504922
g__Fusarium,g__Bifidobacterium,Probiotic_Day10,-0.238095238,0.582142857,0.068339529,0.011321741
g__Fusarium,g__Subdoligranulum,Probiotic_Day10,0.238095238,0.582142857,0.068339529,0.021243091
g__Talaromyces,g__Lachnoclostridium,Probiotic_Day10,0.238095238,0.582142857,0.042880403,0.023177368
g__Pyricularia,g__Shigella,Probiotic_Day10,0.238095238,0.582142857,0.054956308,0.000833675
g__Aspergillus,g__Limosilactobacillus,BMD_Day21,-0.238095238,0.582142857,0.044779188,0.051205899
g__Malassezia,g__Flavonifractor,BMD_Day21,0.238095238,0.582142857,0.163369634,0.019505229
g__Colletotrichum,g__Lachnoclostridium,BMD_Day21,0.238095238,0.582142857,0.044800743,0.040034722
g__Zymoseptoria,g__Massilistercora,BMD_Day21,0.238095238,0.582142857,0.041436817,0.019550457
g__Aspergillus,g__Enterococcus,Essential oils_Day21,-0.238095238,0.582142857,0.148266071,0.030981701
g__Aspergillus,g__Subdoligranulum,Probiotic_Day21,0.238095238,0.582142857,0.069817459,0.042284567
g__Pyricularia,g__Enterococcus,Probiotic_Day21,0.238095238,0.582142857,0.087731831,0.036910149
g__Pyricularia,g__Blautia,Probiotic_Day21,-0.238095238,0.582142857,0.087731831,0.032702945
g__Pyricularia,g__Massilistercora,Probiotic_Day21,0.238095238,0.582142857,0.087731831,0.018905126
g__Pyricularia,g__Streptococcus,Probiotic_Day21,-0.238095238,0.582142857,0.087731831,0.002766541
g__Zymoseptoria,g__Enterococcus,Probiotic_Day21,-0.238095238,0.582142857,0.040424968,0.036910149
g__Trichoderma,g__Massilistercora,BMD_Day10,-0.228932279,0.585514087,0.048246467,0.005937909
g__Eremothecium,g__Ligilactobacillus,Probiotic_Day10,-0.22830583,0.586569103,0.013568321,0.023408668
g__Ascochyta,g__Ligilactobacillus,BMD_Day21,-0.22830583,0.586569103,0.027423751,0.040594284
g__Saccharomyces,g__Bifidobacterium,Probiotic_Day21,-0.22830583,0.586569103,0.024558965,0.096034229
g__Ascochyta,g__Escherichia,Essential oils_Day21,0.22830583,0.586569103,0.015033038,0.041657308
g__Ascochyta,g__Shigella,Essential oils_Day21,0.22830583,0.586569103,0.015033038,0.001109635
g__Candida,g__Limosilactobacillus,Essential oils_Day1,0.22754899,0.587844565,0.405032299,0.002580984
g__Talaromyces,g__Lachnoclostridium,BMD_Day10,0.22754899,0.587844565,0.0525028,0.009312652
g__Colletotrichum,g__Subdoligranulum,BMD_Day10,0.22754899,0.587844565,0.05592803,0.010534177
g__Cutaneotrichosporon,g__Blautia,Essential oils_Day10,0.22754899,0.587844565,0.06025158,0.030232111
g__Cutaneotrichosporon,g__Shigella,Essential oils_Day10,0.22754899,0.587844565,0.06025158,0.001494821
g__Malassezia,g__Enterococcus,Probiotic_Day10,0.22754899,0.587844565,0.028986607,0.348663451
g__Ascochyta,g__Lactobacillus,Probiotic_Day10,-0.22754899,0.587844565,0.022394557,0.202372771
g__Fusarium,g__Faecalibacterium,Probiotic_Day21,-0.22754899,0.587844565,0.160417013,0.109035206
g__Fusarium,g__Lactobacillus,Basal Diet_Day21,0.22754899,0.587844565,0.133448325,0.176589499
g__Colletotrichum,g__Blautia,Basal Diet_Day21,0.22754899,0.587844565,0.045328512,0.030077644
g__Colletotrichum,g__Subdoligranulum,Basal Diet_Day21,-0.22754899,0.587844565,0.045328512,0.035654885
g__Ustilago,g__Subdoligranulum,Basal Diet_Day10,-0.207930984,0.591372906,0.008097646,0.014043194
g__Candida,g__Bifidobacterium,Probiotic_Day1,-0.25,0.59484127,0.34654204,0.000138345
g__Aspergillus,g__Lactobacillus,Probiotic_Day1,-0.25,0.59484127,0.102759111,0.001210591
g__Colletotrichum,g__Subdoligranulum,Basal Diet_Day10,0.203419051,0.599623064,0.02589076,0.014043194
g__Tetrapisispora,g__Bifidobacterium,Basal Diet_Day10,-0.203419051,0.599623064,0.03687436,0.057273827
g__Tetrapisispora,g__Limosilactobacillus,BMD_Day10,0.219577516,0.60133421,0.031912305,0.047405845
g__Ascochyta,g__Lactobacillus,Essential oils_Day10,-0.219577516,0.60133421,0.022617617,0.219766689
g__Ascochyta,g__Ligilactobacillus,Essential oils_Day10,0.219577516,0.60133421,0.022617617,0.012641352
g__Saccharomyces,g__Escherichia,Essential oils_Day10,0.219577516,0.60133421,0.009617849,0.073523087
g__Saccharomyces,g__Massilistercora,BMD_Day21,-0.219577516,0.60133421,0.016714085,0.019550457
g__Talaromyces,g__Streptococcus,Essential oils_Day21,-0.219577516,0.60133421,0.063458297,0.003419782
g__Trichoderma,g__Escherichia,Essential oils_Day21,-0.219577516,0.60133421,0.023996994,0.041657308
g__Trichoderma,g__Limosilactobacillus,Essential oils_Day21,-0.219577516,0.60133421,0.023996994,0.021916324
g__Cutaneotrichosporon,g__Lactobacillus,Probiotic_Day21,0.219577516,0.60133421,0.013133416,0.216070468
g__Zymoseptoria,g__Limosilactobacillus,BMD_Day1,0.21821789,0.603645057,0.005899281,0.002234855
g__Saccharomyces,g__Escherichia,BMD_Day1,0.21821789,0.603645057,0.01675932,0.740430565
g__Saccharomyces,g__Enterococcus,BMD_Day1,-0.21821789,0.603645057,0.01675932,0.067294204
g__Pyricularia,g__Blautia,Essential oils_Day1,0.21821789,0.603645057,0.007703141,0.002940738
g__Zymoseptoria,g__Bifidobacterium,BMD_Day10,0.21821789,0.603645057,0.03623647,0.003773746
g__Zymoseptoria,g__Escherichia,Essential oils_Day21,-0.21821789,0.603645057,0.021362486,0.041657308
g__Zymoseptoria,g__Shigella,Essential oils_Day21,-0.21821789,0.603645057,0.021362486,0.001109635
g__Ustilago,g__Limosilactobacillus,Essential oils_Day21,-0.21821789,0.603645057,0.01109871,0.021916324
g__Candida,g__Flavonifractor,Probiotic_Day21,0.21821789,0.603645057,0.009033583,0.014285377
g__Ascochyta,g__Bifidobacterium,Basal Diet_Day21,0.21821789,0.603645057,0.139673913,0.099939287
g__Saccharomyces,g__Lachnoclostridium,Basal Diet_Day21,-0.21821789,0.603645057,0.005293173,0.033051254
g__Saccharomyces,g__Massilistercora,Basal Diet_Day21,-0.21821789,0.603645057,0.005293173,0.019725862
g__Tetrapisispora,g__Faecalibacterium,Basal Diet_Day21,0.21821789,0.603645057,0.007862343,0.101148384
g__Eremothecium,g__Lachnoclostridium,Basal Diet_Day21,-0.21821789,0.603645057,0.016034352,0.033051254
g__Eremothecium,g__Massilistercora,Basal Diet_Day21,-0.21821789,0.603645057,0.016034352,0.019725862
g__Trichoderma,g__Ligilactobacillus,Basal Diet_Day10,0.200838578,0.604359355,0.044598971,0.024657652
g__Trichoderma,g__Bifidobacterium,BMD_Day10,0.216883212,0.605916304,0.048246467,0.003773746
g__Talaromyces,g__Lactobacillus,BMD_Day1,-0.215622173,0.608064774,0.015413961,0.016386405
g__Candida,g__Limosilactobacillus,Essential oils_Day21,0.215622173,0.608064774,0.008178216,0.021916324
g__Ascochyta,g__Streptococcus,Essential oils_Day21,0.215622173,0.608064774,0.015033038,0.003419782
g__Cutaneotrichosporon,g__Limosilactobacillus,Essential oils_Day21,0.215622173,0.608064774,0.011898533,0.021916324
g__Ustilago,g__Flavonifractor,Probiotic_Day21,0.215622173,0.608064774,0.014408084,0.014285377
g__Fusarium,g__Escherichia,BMD_Day1,-0.215572727,0.608149066,0.221947267,0.740430565
g__Cutaneotrichosporon,g__Escherichia,Essential oils_Day10,0.215572727,0.608149066,0.06025158,0.073523087
g__Malassezia,g__Enterococcus,Basal Diet_Day21,0.215572727,0.608149066,0.085443311,0.042207803
g__Ustilago,g__Massilistercora,Basal Diet_Day10,0.198029509,0.609529773,0.008097646,0.012800621
g__Candida,g__Faecalibacterium,Basal Diet_Day1,-0.2,0.61340388,0.443963521,0.001490754
g__Eremothecium,g__Clostridium,Basal Diet_Day10,0.2,0.61340388,0.037330397,0.016145402
g__Fusarium,g__Bifidobacterium,Essential oils_Day1,-0.214285714,0.619097222,0.194187688,0.042221295
g__Fusarium,g__Lachnoclostridium,Essential oils_Day1,-0.214285714,0.619097222,0.194187688,0.002992657
g__Fusarium,g__Flavonifractor,Essential oils_Day1,-0.214285714,0.619097222,0.194187688,0.002253041
g__Aspergillus,g__Flavonifractor,Essential oils_Day10,0.214285714,0.619097222,0.142456828,0.014240793
g__Talaromyces,g__Enterococcus,Essential oils_Day10,0.214285714,0.619097222,0.080206114,0.271247388
g__Talaromyces,g__Lachnoclostridium,Essential oils_Day10,-0.214285714,0.619097222,0.080206114,0.0231741
g__Pyricularia,g__Subdoligranulum,Essential oils_Day10,-0.214285714,0.619097222,0.058951622,0.019769881
g__Colletotrichum,g__Faecalibacterium,Essential oils_Day10,-0.214285714,0.619097222,0.054673159,0.01886966
