Fungal_Genus,Bacterial_Genus,Group,Spearman_Rho,P_value,Mean_Fungal_Abundance,Mean_Bacterial_Abundance
g__Malassezia,g__Limosilactobacillus,BMD_Day21,0.547619048,0.170982143,0.163369634,0.051205899
g__Pyricularia,g__Escherichia,BMD_Day21,-0.547619048,0.170982143,0.093822448,0.034579915
g__Pyricularia,g__Shigella,BMD_Day21,0.547619048,0.170982143,0.093822448,0.000955813
g__Pyricularia,g__Flavonifractor,BMD_Day21,0.547619048,0.170982143,0.093822448,0.019505229
g__Colletotrichum,g__Streptococcus,Probiotic_Day21,0.547619048,0.170982143,0.04875637,0.002766541
g__Pyricularia,g__Limosilactobacillus,Basal Diet_Day21,0.547619048,0.170982143,0.06524333,0.025252998
g__Pyricularia,g__Blautia,Probiotic_Day1,0.579066024,0.173105846,0.005321068,0.000110842
g__Pyricularia,g__Subdoligranulum,Probiotic_Day1,0.579066024,0.173105846,0.005321068,0.000150556
g__Pyricularia,g__Lachnoclostridium,Probiotic_Day1,0.579066024,0.173105846,0.005321068,0.000117336
g__Pyricularia,g__Massilistercora,Probiotic_Day1,0.579066024,0.173105846,0.005321068,6.59691997064414e-05
g__Pyricularia,g__Flavonifractor,Probiotic_Day1,0.579066024,0.173105846,0.005321068,7.01791500510631e-05
g__Trichoderma,g__Blautia,Probiotic_Day1,0.579066024,0.173105846,0.005321068,0.000110842
g__Trichoderma,g__Subdoligranulum,Probiotic_Day1,0.579066024,0.173105846,0.005321068,0.000150556
g__Trichoderma,g__Lachnoclostridium,Probiotic_Day1,0.579066024,0.173105846,0.005321068,0.000117336
g__Trichoderma,g__Massilistercora,Probiotic_Day1,0.579066024,0.173105846,0.005321068,6.59691997064414e-05
g__Trichoderma,g__Flavonifractor,Probiotic_Day1,0.579066024,0.173105846,0.005321068,7.01791500510631e-05
g__Ascochyta,g__Bifidobacterium,BMD_Day21,0.532713604,0.174043414,0.027423751,0.017263931
g__Ascochyta,g__Blautia,Essential oils_Day21,-0.532713604,0.174043414,0.015033038,0.047604416
g__Candida,g__Escherichia,Basal Diet_Day1,0.5,0.177662037,0.443963521,0.731920299
g__Malassezia,g__Enterococcus,Basal Diet_Day10,-0.5,0.177662037,0.09668637,0.320828489
g__Talaromyces,g__Limosilactobacillus,Basal Diet_Day10,0.5,0.177662037,0.071143344,0.051638744
g__Tetrapisispora,g__Escherichia,BMD_Day21,-0.527855762,0.17874948,0.021370822,0.034579915
g__Tetrapisispora,g__Lachnoclostridium,BMD_Day21,0.527855762,0.17874948,0.021370822,0.040034722
g__Tetrapisispora,g__Shigella,BMD_Day21,-0.527855762,0.17874948,0.021370822,0.000955813
g__Malassezia,g__Streptococcus,BMD_Day10,-0.526955555,0.179628967,0.058829503,0.002028972
g__Colletotrichum,g__Ligilactobacillus,BMD_Day10,0.526955555,0.179628967,0.05592803,0.007939981
g__Trichoderma,g__Enterococcus,BMD_Day21,0.526955555,0.179628967,0.028916601,0.024425987
g__Ascochyta,g__Massilistercora,Essential oils_Day1,0.520029947,0.186472461,0.010993532,0.00170385
g__Candida,g__Ligilactobacillus,BMD_Day21,0.520029947,0.186472461,0.005560111,0.040594284
g__Ascochyta,g__Subdoligranulum,Essential oils_Day21,-0.520029947,0.186472461,0.015033038,0.050284017
g__Zymoseptoria,g__Ligilactobacillus,BMD_Day10,-0.518267489,0.188235824,0.03623647,0.007939981
g__Candida,g__Escherichia,Probiotic_Day21,0.518267489,0.188235824,0.009033583,0.052272598
g__Candida,g__Streptococcus,Probiotic_Day21,-0.518267489,0.188235824,0.009033583,0.002766541
g__Candida,g__Shigella,Probiotic_Day21,0.518267489,0.188235824,0.009033583,0.001477128
g__Candida,g__Lactobacillus,BMD_Day1,-0.514979293,0.191549313,0.292377796,0.016386405
g__Malassezia,g__Lachnoclostridium,BMD_Day1,0.514979293,0.191549313,0.073421688,0.005626171
g__Malassezia,g__Massilistercora,BMD_Day1,0.514979293,0.191549313,0.073421688,0.003995301
g__Malassezia,g__Flavonifractor,BMD_Day1,0.514979293,0.191549313,0.073421688,0.002637976
g__Trichoderma,g__Streptococcus,Essential oils_Day10,-0.514979293,0.191549313,0.024831432,0.011863543
g__Ustilago,g__Faecalibacterium,Probiotic_Day10,0.514979293,0.191549313,0.013733262,0.020359617
g__Trichoderma,g__Ligilactobacillus,BMD_Day21,0.514979293,0.191549313,0.028916601,0.040594284
g__Malassezia,g__Massilistercora,Essential oils_Day21,-0.514979293,0.191549313,0.160397175,0.024458131
g__Fusarium,g__Clostridium,Probiotic_Day21,-0.514979293,0.191549313,0.160417013,0.02084754
g__Colletotrichum,g__Clostridium,Basal Diet_Day21,-0.514979293,0.191549313,0.045328512,0.026814159
g__Saccharomyces,g__Lactobacillus,Basal Diet_Day1,-0.479257238,0.191766989,0.058065738,0.018710567
g__Pyricularia,g__Limosilactobacillus,BMD_Day1,0.514370741,0.192165912,0.005580357,0.002234855
g__Ustilago,g__Blautia,Basal Diet_Day21,0.514370741,0.192165912,0.0072596,0.030077644
g__Ustilago,g__Lachnoclostridium,Basal Diet_Day21,0.514370741,0.192165912,0.0072596,0.033051254
g__Fusarium,g__Lactobacillus,Basal Diet_Day1,0.483333333,0.193799603,0.163402543,0.018710567
g__Fusarium,g__Shigella,Basal Diet_Day1,-0.483333333,0.193799603,0.163402543,0.024705299
g__Aspergillus,g__Limosilactobacillus,Basal Diet_Day1,0.483333333,0.193799603,0.082065025,0.003805365
g__Talaromyces,g__Streptococcus,Basal Diet_Day10,-0.483333333,0.193799603,0.071143344,0.011233379
g__Eremothecium,g__Lactobacillus,Basal Diet_Day10,-0.483333333,0.193799603,0.037330397,0.209988822
g__Eremothecium,g__Faecalibacterium,Basal Diet_Day10,0.483333333,0.193799603,0.037330397,0.027285664
g__Eremothecium,g__Bifidobacterium,Basal Diet_Day10,0.483333333,0.193799603,0.037330397,0.057273827
g__Eremothecium,g__Flavonifractor,BMD_Day21,-0.512347538,0.194223421,0.01811017,0.019505229
g__Cutaneotrichosporon,g__Shigella,Probiotic_Day21,-0.512347538,0.194223421,0.013133416,0.001477128
g__Malassezia,g__Limosilactobacillus,Probiotic_Day1,-0.555936987,0.195022425,0.078791235,0.000317884
g__Aspergillus,g__Escherichia,BMD_Day1,0.523809524,0.196626984,0.197800175,0.740430565
g__Aspergillus,g__Enterococcus,Essential oils_Day1,0.523809524,0.196626984,0.146013389,0.062196557
g__Malassezia,g__Massilistercora,Essential oils_Day10,-0.523809524,0.196626984,0.029995582,0.016541913
g__Talaromyces,g__Faecalibacterium,Essential oils_Day10,0.523809524,0.196626984,0.080206114,0.01886966
g__Pyricularia,g__Massilistercora,Essential oils_Day10,-0.523809524,0.196626984,0.058951622,0.016541913
g__Fusarium,g__Streptococcus,Probiotic_Day10,-0.523809524,0.196626984,0.068339529,0.012357095
g__Talaromyces,g__Flavonifractor,Probiotic_Day10,0.523809524,0.196626984,0.042880403,0.013307708
g__Pyricularia,g__Blautia,Probiotic_Day10,0.523809524,0.196626984,0.054956308,0.027692116
g__Pyricularia,g__Massilistercora,Probiotic_Day10,0.523809524,0.196626984,0.054956308,0.013948416
g__Colletotrichum,g__Blautia,Probiotic_Day10,-0.523809524,0.196626984,0.060134811,0.027692116
g__Colletotrichum,g__Subdoligranulum,Probiotic_Day10,-0.523809524,0.196626984,0.060134811,0.021243091
g__Colletotrichum,g__Massilistercora,Probiotic_Day10,-0.523809524,0.196626984,0.060134811,0.013948416
g__Cutaneotrichosporon,g__Enterococcus,Probiotic_Day10,-0.523809524,0.196626984,0.053114357,0.348663451
g__Tetrapisispora,g__Bifidobacterium,Probiotic_Day10,0.523809524,0.196626984,0.036292656,0.011321741
g__Fusarium,g__Subdoligranulum,BMD_Day21,-0.523809524,0.196626984,0.15184477,0.039748354
g__Malassezia,g__Clostridium,BMD_Day21,-0.523809524,0.196626984,0.163369634,0.020958115
g__Pyricularia,g__Blautia,BMD_Day21,0.523809524,0.196626984,0.093822448,0.032763245
g__Pyricularia,g__Lactobacillus,Essential oils_Day21,0.523809524,0.196626984,0.096872416,0.167748054
g__Pyricularia,g__Streptococcus,Essential oils_Day21,0.523809524,0.196626984,0.096872416,0.003419782
g__Ascochyta,g__Faecalibacterium,Probiotic_Day21,-0.507346289,0.199359224,0.047390301,0.109035206
g__Candida,g__Streptococcus,Probiotic_Day1,0.571428571,0.2,0.34654204,0.027466593
g__Tetrapisispora,g__Bifidobacterium,BMD_Day21,-0.503304332,0.203561578,0.021370822,0.017263931
g__Malassezia,g__Escherichia,BMD_Day10,-0.50300303,0.203876682,0.058829503,0.088383575
g__Trichoderma,g__Lactobacillus,BMD_Day21,0.50300303,0.203876682,0.028916601,0.23762362
g__Fusarium,g__Ligilactobacillus,Probiotic_Day21,-0.50300303,0.203876682,0.160417013,0.042970001
g__Fusarium,g__Subdoligranulum,Basal Diet_Day10,0.466666667,0.212522046,0.070979256,0.014043194
g__Eremothecium,g__Enterococcus,Basal Diet_Day10,-0.466666667,0.212522046,0.037330397,0.320828489
g__Eremothecium,g__Massilistercora,Basal Diet_Day10,0.466666667,0.212522046,0.037330397,0.012800621
g__Ustilago,g__Lactobacillus,Probiotic_Day21,-0.494662632,0.212700517,0.014408084,0.216070468
g__Ascochyta,g__Streptococcus,Basal Diet_Day10,-0.457692865,0.215411703,0.0141494,0.011233379
g__Tetrapisispora,g__Massilistercora,Basal Diet_Day10,-0.457692865,0.215411703,0.03687436,0.012800621
g__Talaromyces,g__Flavonifractor,Essential oils_Day10,0.5,0.216170635,0.080206114,0.014240793
g__Talaromyces,g__Limosilactobacillus,Probiotic_Day10,0.5,0.216170635,0.042880403,0.048504922
g__Cutaneotrichosporon,g__Shigella,Probiotic_Day10,0.5,0.216170635,0.053114357,0.000833675
g__Pyricularia,g__Faecalibacterium,BMD_Day21,0.5,0.216170635,0.093822448,0.141782984
g__Aspergillus,g__Massilistercora,Essential oils_Day21,-0.5,0.216170635,0.148266071,0.024458131
g__Pyricularia,g__Clostridium,Basal Diet_Day21,-0.5,0.216170635,0.06524333,0.026814159
g__Cutaneotrichosporon,g__Faecalibacterium,Probiotic_Day1,0.534522484,0.216437229,0.003645257,0.000443428
g__Cutaneotrichosporon,g__Subdoligranulum,Probiotic_Day1,0.534522484,0.216437229,0.003645257,0.000150556
g__Cutaneotrichosporon,g__Lachnoclostridium,Probiotic_Day1,0.534522484,0.216437229,0.003645257,0.000117336
g__Cutaneotrichosporon,g__Massilistercora,Probiotic_Day1,0.534522484,0.216437229,0.003645257,6.59691997064414e-05
g__Cutaneotrichosporon,g__Flavonifractor,Probiotic_Day1,0.534522484,0.216437229,0.003645257,7.01791500510631e-05
g__Malassezia,g__Streptococcus,BMD_Day1,-0.491026767,0.216608204,0.073421688,0.008232814
g__Talaromyces,g__Streptococcus,BMD_Day10,0.491026767,0.216608204,0.0525028,0.002028972
g__Fusarium,g__Subdoligranulum,Basal Diet_Day21,0.491026767,0.216608204,0.133448325,0.035654885
g__Cutaneotrichosporon,g__Shigella,Essential oils_Day1,-0.490990253,0.216647636,0.009276036,0.024208284
g__Eremothecium,g__Limosilactobacillus,Essential oils_Day21,0.490990253,0.216647636,0.015520235,0.021916324
g__Tetrapisispora,g__Streptococcus,Basal Diet_Day1,-0.456435465,0.216837546,0.010906163,0.014025231
g__Tetrapisispora,g__Shigella,Basal Diet_Day1,-0.456435465,0.216837546,0.010906163,0.024705299
g__Colletotrichum,g__Bifidobacterium,Essential oils_Day1,0.487950036,0.219943819,0.027065399,0.042221295
g__Colletotrichum,g__Lachnoclostridium,Essential oils_Day1,0.487950036,0.219943819,0.027065399,0.002992657
g__Colletotrichum,g__Flavonifractor,Essential oils_Day1,0.487950036,0.219943819,0.027065399,0.002253041
g__Ascochyta,g__Escherichia,Essential oils_Day10,-0.487950036,0.219943819,0.022617617,0.073523087
g__Saccharomyces,g__Faecalibacterium,Essential oils_Day10,-0.487950036,0.219943819,0.009617849,0.01886966
g__Saccharomyces,g__Escherichia,BMD_Day21,0.487950036,0.219943819,0.016714085,0.034579915
g__Eremothecium,g__Lachnoclostridium,BMD_Day21,-0.487950036,0.219943819,0.01811017,0.040034722
g__Pyricularia,g__Blautia,BMD_Day1,0.483196757,0.225148917,0.005580357,0.005311716
g__Ascochyta,g__Faecalibacterium,BMD_Day1,0.483196757,0.225148917,0.007913961,0.01879567
g__Ascochyta,g__Bifidobacterium,BMD_Day1,0.483196757,0.225148917,0.007913961,0.006137143
g__Ascochyta,g__Subdoligranulum,BMD_Day1,0.483196757,0.225148917,0.007913961,0.006441469
g__Ascochyta,g__Lachnoclostridium,BMD_Day1,0.483196757,0.225148917,0.007913961,0.005626171
g__Ascochyta,g__Massilistercora,BMD_Day1,0.483196757,0.225148917,0.007913961,0.003995301
g__Ascochyta,g__Flavonifractor,BMD_Day1,0.483196757,0.225148917,0.007913961,0.002637976
g__Eremothecium,g__Limosilactobacillus,BMD_Day10,0.483196757,0.225148917,0.005095599,0.047405845
g__Saccharomyces,g__Escherichia,Essential oils_Day21,-0.481978975,0.226492563,0.034121991,0.041657308
g__Ustilago,g__Blautia,Probiotic_Day21,0.481978975,0.226492563,0.014408084,0.032702945
g__Trichoderma,g__Streptococcus,BMD_Day10,-0.481962693,0.226510556,0.048246467,0.002028972
g__Zymoseptoria,g__Enterococcus,Probiotic_Day10,-0.479050505,0.229740545,0.037737105,0.348663451
g__Fusarium,g__Ligilactobacillus,Basal Diet_Day1,0.45,0.229817019,0.163402543,0.001761384
g__Fusarium,g__Lachnoclostridium,Basal Diet_Day1,0.45,0.229817019,0.163402543,0.002025467
g__Tetrapisispora,g__Streptococcus,BMD_Day21,0.478752901,0.23007195,0.021370822,0.002749794
g__Trichoderma,g__Lachnoclostridium,Basal Diet_Day10,-0.443518527,0.231784065,0.044598971,0.020317198
g__Colletotrichum,g__Shigella,Basal Diet_Day10,-0.440741277,0.23506871,0.02589076,0.001375658
g__Fusarium,g__Shigella,Probiotic_Day1,-0.535714286,0.235714286,0.210980654,0.027896252
g__Aspergillus,g__Enterococcus,Probiotic_Day1,-0.535714286,0.235714286,0.102759111,0.038801408
g__Candida,g__Lactobacillus,BMD_Day21,0.469295318,0.240731006,0.005560111,0.23762362
g__Fusarium,g__Shigella,Essential oils_Day1,0.476190476,0.243055556,0.194187688,0.024208284
g__Fusarium,g__Blautia,BMD_Day10,-0.476190476,0.243055556,0.140041055,0.011619924
g__Candida,g__Escherichia,Essential oils_Day10,0.476190476,0.243055556,0.081265684,0.073523087
g__Candida,g__Blautia,Essential oils_Day10,-0.476190476,0.243055556,0.081265684,0.030232111
g__Malassezia,g__Enterococcus,Essential oils_Day10,0.476190476,0.243055556,0.029995582,0.271247388
g__Tetrapisispora,g__Clostridium,Essential oils_Day10,0.476190476,0.243055556,0.027668009,0.029358511
g__Candida,g__Ligilactobacillus,Probiotic_Day10,-0.476190476,0.243055556,0.110786728,0.023408668
g__Candida,g__Clostridium,Probiotic_Day10,-0.476190476,0.243055556,0.110786728,0.02003968
g__Talaromyces,g__Enterococcus,Probiotic_Day10,-0.476190476,0.243055556,0.042880403,0.348663451
g__Colletotrichum,g__Clostridium,Probiotic_Day10,-0.476190476,0.243055556,0.060134811,0.02003968
g__Trichoderma,g__Faecalibacterium,Probiotic_Day10,-0.476190476,0.243055556,0.03127053,0.020359617
g__Cutaneotrichosporon,g__Escherichia,Probiotic_Day10,0.476190476,0.243055556,0.053114357,0.042087477
g__Cutaneotrichosporon,g__Lachnoclostridium,Probiotic_Day10,0.476190476,0.243055556,0.053114357,0.023177368
g__Aspergillus,g__Limosilactobacillus,Essential oils_Day21,-0.476190476,0.243055556,0.148266071,0.021916324
g__Aspergillus,g__Ligilactobacillus,Essential oils_Day21,-0.476190476,0.243055556,0.148266071,0.039494027
g__Malassezia,g__Escherichia,Probiotic_Day21,0.476190476,0.243055556,0.094285112,0.052272598
g__Pyricularia,g__Shigella,Basal Diet_Day21,-0.476190476,0.243055556,0.06524333,0.004074746
g__Colletotrichum,g__Limosilactobacillus,BMD_Day10,0.467074242,0.243269917,0.05592803,0.047405845
g__Saccharomyces,g__Ligilactobacillus,Probiotic_Day10,-0.467074242,0.243269917,0.011953729,0.023408668
g__Malassezia,g__Streptococcus,Essential oils_Day21,-0.467074242,0.243269917,0.160397175,0.003419782
g__Tetrapisispora,g__Flavonifractor,BMD_Day21,-0.466477185,0.243954717,0.021370822,0.019505229
g__Zymoseptoria,g__Faecalibacterium,BMD_Day10,0.463713017,0.247137817,0.03623647,0.014226805
g__Zymoseptoria,g__Massilistercora,BMD_Day10,0.463713017,0.247137817,0.03623647,0.005937909
g__Ustilago,g__Bifidobacterium,Essential oils_Day21,0.463713017,0.247137817,0.01109871,0.050443819
g__Ascochyta,g__Flavonifractor,Basal Diet_Day21,-0.463713017,0.247137817,0.139673913,0.013892123
g__Tetrapisispora,g__Bifidobacterium,Basal Diet_Day21,0.463713017,0.247137817,0.007862343,0.099939287
g__Talaromyces,g__Escherichia,Essential oils_Day1,-0.463552535,0.247323263,0.014405602,0.653498957
g__Talaromyces,g__Enterococcus,Essential oils_Day1,0.463552535,0.247323263,0.014405602,0.062196557
g__Colletotrichum,g__Streptococcus,Essential oils_Day1,-0.463552535,0.247323263,0.027065399,0.018888098
g__Tetrapisispora,g__Escherichia,BMD_Day10,0.463552535,0.247323263,0.031912305,0.088383575
g__Tetrapisispora,g__Faecalibacterium,BMD_Day10,0.463552535,0.247323263,0.031912305,0.014226805
g__Tetrapisispora,g__Subdoligranulum,BMD_Day10,0.463552535,0.247323263,0.031912305,0.010534177
g__Tetrapisispora,g__Shigella,BMD_Day10,0.463552535,0.247323263,0.031912305,0.002878161
g__Eremothecium,g__Flavonifractor,Essential oils_Day10,0.463552535,0.247323263,0.014589437,0.014240793
g__Saccharomyces,g__Bifidobacterium,BMD_Day21,0.463552535,0.247323263,0.016714085,0.017263931
g__Saccharomyces,g__Shigella,BMD_Day21,0.463552535,0.247323263,0.016714085,0.000955813
g__Eremothecium,g__Enterococcus,BMD_Day21,0.463552535,0.247323263,0.01811017,0.024425987
g__Eremothecium,g__Faecalibacterium,BMD_Day21,-0.463552535,0.247323263,0.01811017,0.141782984
g__Cutaneotrichosporon,g__Ligilactobacillus,Probiotic_Day21,0.463552535,0.247323263,0.013133416,0.042970001
g__Fusarium,g__Streptococcus,Basal Diet_Day1,-0.433333333,0.249917328,0.163402543,0.014025231
g__Aspergillus,g__Shigella,Basal Diet_Day1,-0.433333333,0.249917328,0.082065025,0.024705299
g__Malassezia,g__Enterococcus,Basal Diet_Day1,-0.433333333,0.249917328,0.101167215,0.128164708
g__Fusarium,g__Limosilactobacillus,Basal Diet_Day10,0.433333333,0.249917328,0.070979256,0.051638744
g__Aspergillus,g__Faecalibacterium,Basal Diet_Day10,0.433333333,0.249917328,0.112539511,0.027285664
g__Aspergillus,g__Clostridium,Basal Diet_Day10,0.433333333,0.249917328,0.112539511,0.016145402
g__Ascochyta,g__Subdoligranulum,Essential oils_Day1,0.45661166,0.255410932,0.010993532,0.004148101
g__Candida,g__Clostridium,BMD_Day21,-0.45661166,0.255410932,0.005560111,0.020958115
g__Ascochyta,g__Enterococcus,Essential oils_Day21,0.45661166,0.255410932,0.015033038,0.030981701
g__Saccharomyces,g__Blautia,Probiotic_Day21,0.45661166,0.255410932,0.024558965,0.032702945
g__Colletotrichum,g__Escherichia,Basal Diet_Day10,-0.42378969,0.255658533,0.02589076,0.062434433
g__Colletotrichum,g__Limosilactobacillus,Basal Diet_Day10,0.42378969,0.255658533,0.02589076,0.051638744
g__Malassezia,g__Faecalibacterium,BMD_Day1,0.45509798,0.257192085,0.073421688,0.01879567
g__Saccharomyces,g__Flavonifractor,Probiotic_Day10,0.45509798,0.257192085,0.011953729,0.013307708
g__Trichoderma,g__Escherichia,BMD_Day21,-0.45509798,0.257192085,0.028916601,0.034579915
g__Fusarium,g__Limosilactobacillus,Probiotic_Day21,-0.45509798,0.257192085,0.160417013,0.024243884
g__Talaromyces,g__Limosilactobacillus,Basal Diet_Day1,-0.419920627,0.260487623,0.00475262,0.003805365
g__Zymoseptoria,g__Bifidobacterium,Basal Diet_Day10,0.419920627,0.260487623,0.005723635,0.057273827
g__Saccharomyces,g__Limosilactobacillus,Basal Diet_Day10,-0.419920627,0.260487623,0.013071502,0.051638744
g__Saccharomyces,g__Flavonifractor,Basal Diet_Day10,0.419920627,0.260487623,0.013071502,0.009043991
g__Saccharomyces,g__Blautia,BMD_Day1,-0.452022773,0.260829776,0.01675932,0.005311716
g__Saccharomyces,g__Ligilactobacillus,BMD_Day1,-0.452022773,0.260829776,0.01675932,0.004161424
g__Candida,g__Escherichia,Basal Diet_Day10,-0.417786374,0.26317194,0.112888233,0.062434433
g__Cutaneotrichosporon,g__Clostridium,Probiotic_Day1,0.489978944,0.264330024,0.003645257,0.000252781
g__Pyricularia,g__Enterococcus,Probiotic_Day1,-0.489978944,0.264330024,0.005321068,0.038801408
g__Trichoderma,g__Enterococcus,Probiotic_Day1,-0.489978944,0.264330024,0.005321068,0.038801408
g__Fusarium,g__Massilistercora,BMD_Day10,-0.452380952,0.267460317,0.140041055,0.005937909
g__Fusarium,g__Ligilactobacillus,Essential oils_Day10,0.452380952,0.267460317,0.121044235,0.012641352
g__Aspergillus,g__Bifidobacterium,Essential oils_Day10,0.452380952,0.267460317,0.142456828,0.023235908
g__Aspergillus,g__Limosilactobacillus,Essential oils_Day10,0.452380952,0.267460317,0.142456828,0.057306863
g__Aspergillus,g__Massilistercora,Essential oils_Day10,0.452380952,0.267460317,0.142456828,0.016541913
g__Talaromyces,g__Bifidobacterium,Essential oils_Day10,0.452380952,0.267460317,0.080206114,0.023235908
g__Zymoseptoria,g__Streptococcus,Essential oils_Day10,-0.452380952,0.267460317,0.024340128,0.011863543
g__Tetrapisispora,g__Massilistercora,Essential oils_Day10,0.452380952,0.267460317,0.027668009,0.016541913
g__Tetrapisispora,g__Shigella,Essential oils_Day10,0.452380952,0.267460317,0.027668009,0.001494821
g__Candida,g__Enterococcus,Probiotic_Day10,0.452380952,0.267460317,0.110786728,0.348663451
g__Talaromyces,g__Faecalibacterium,Probiotic_Day10,0.452380952,0.267460317,0.042880403,0.020359617
g__Pyricularia,g__Enterococcus,Probiotic_Day10,-0.452380952,0.267460317,0.054956308,0.348663451
g__Colletotrichum,g__Flavonifractor,Probiotic_Day10,-0.452380952,0.267460317,0.060134811,0.013307708
g__Talaromyces,g__Lactobacillus,BMD_Day21,-0.452380952,0.267460317,0.160276813,0.23762362
g__Talaromyces,g__Ligilactobacillus,BMD_Day21,-0.452380952,0.267460317,0.160276813,0.040594284
g__Colletotrichum,g__Escherichia,BMD_Day21,0.452380952,0.267460317,0.044800743,0.034579915
g__Zymoseptoria,g__Massilistercora,Probiotic_Day21,-0.452380952,0.267460317,0.040424968,0.018905126
g__Pyricularia,g__Escherichia,Basal Diet_Day21,-0.452380952,0.267460317,0.06524333,0.09477239
g__Pyricularia,g__Bifidobacterium,Basal Diet_Day21,0.452380952,0.267460317,0.06524333,0.099939287
g__Pyricularia,g__Limosilactobacillus,Basal Diet_Day10,-0.416666667,0.269582231,0.056864348,0.051638744
g__Eremothecium,g__Bifidobacterium,Probiotic_Day10,0.443928003,0.270526879,0.013568321,0.011321741
g__Ascochyta,g__Lactobacillus,Essential oils_Day21,0.443928003,0.270526879,0.015033038,0.167748054
g__Ascochyta,g__Bifidobacterium,Essential oils_Day21,0.443928003,0.270526879,0.015033038,0.050443819
g__Malassezia,g__Clostridium,BMD_Day1,0.443121717,0.271502387,0.073421688,0.00371795
g__Malassezia,g__Lactobacillus,Probiotic_Day10,-0.443121717,0.271502387,0.028986607,0.202372771
g__Cutaneotrichosporon,g__Limosilactobacillus,BMD_Day21,-0.443121717,0.271502387,0.012709718,0.051205899
g__Colletotrichum,g__Faecalibacterium,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.001490754
g__Colletotrichum,g__Bifidobacterium,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.000707398
g__Colletotrichum,g__Blautia,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.002397954
g__Colletotrichum,g__Subdoligranulum,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.001212361
g__Colletotrichum,g__Lachnoclostridium,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.002025467
g__Colletotrichum,g__Clostridium,Basal Diet_Day1,0.410791918,0.272070827,0.002178649,0.002321592
g__Colletotrichum,g__Massilistercora,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.001057774
g__Colletotrichum,g__Flavonifractor,Basal Diet_Day1,-0.410791918,0.272070827,0.002178649,0.001312396
g__Eremothecium,g__Limosilactobacillus,Basal Diet_Day1,-0.410791918,0.272070827,0.000805153,0.003805365
g__Tetrapisispora,g__Enterococcus,BMD_Day21,0.441925755,0.272952552,0.021370822,0.024425987
g__Candida,g__Massilistercora,Basal Diet_Day10,-0.409082491,0.274269322,0.112888233,0.012800621
g__Cutaneotrichosporon,g__Limosilactobacillus,Probiotic_Day21,0.439155033,0.27632684,0.013133416,0.024243884
g__Saccharomyces,g__Limosilactobacillus,Essential oils_Day10,-0.439155033,0.27632684,0.009617849,0.057306863
g__Talaromyces,g__Limosilactobacillus,Basal Diet_Day21,-0.439155033,0.27632684,0.0897301,0.025252998
g__Cutaneotrichosporon,g__Faecalibacterium,Basal Diet_Day10,0.406838102,0.277169878,0.040291389,0.027285664
g__Zymoseptoria,g__Shigella,BMD_Day1,-0.43643578,0.279658291,0.005899281,0.024299832
g__Pyricularia,g__Subdoligranulum,Essential oils_Day1,0.43643578,0.279658291,0.007703141,0.004148101
g__Pyricularia,g__Massilistercora,Essential oils_Day1,0.43643578,0.279658291,0.007703141,0.00170385
g__Cutaneotrichosporon,g__Subdoligranulum,Essential oils_Day1,0.43643578,0.279658291,0.009276036,0.004148101
g__Zymoseptoria,g__Blautia,BMD_Day10,0.43643578,0.279658291,0.03623647,0.011619924
g__Zymoseptoria,g__Lachnoclostridium,BMD_Day10,0.43643578,0.279658291,0.03623647,0.009312652
g__Zymoseptoria,g__Clostridium,BMD_Day10,0.43643578,0.279658291,0.03623647,0.010880368
g__Zymoseptoria,g__Flavonifractor,BMD_Day10,0.43643578,0.279658291,0.03623647,0.004619363
g__Saccharomyces,g__Streptococcus,BMD_Day10,0.43643578,0.279658291,0.003648657,0.002028972
g__Ustilago,g__Streptococcus,Essential oils_Day21,0.43643578,0.279658291,0.01109871,0.003419782
g__Eremothecium,g__Subdoligranulum,Essential oils_Day21,-0.43643578,0.279658291,0.015520235,0.050284017
g__Candida,g__Massilistercora,Probiotic_Day21,-0.43643578,0.279658291,0.009033583,0.018905126
g__Ascochyta,g__Ligilactobacillus,Basal Diet_Day21,-0.43643578,0.279658291,0.139673913,0.041059225
g__Trichoderma,g__Lachnoclostridium,Basal Diet_Day21,0.43643578,0.279658291,0.011973015,0.033051254
g__Cutaneotrichosporon,g__Enterococcus,Basal Diet_Day21,-0.43643578,0.279658291,0.021077243,0.042207803
g__Ascochyta,g__Faecalibacterium,BMD_Day10,0.431244346,0.286072854,0.014426074,0.014226805
g__Ascochyta,g__Escherichia,BMD_Day21,0.431244346,0.286072854,0.027423751,0.034579915
g__Ascochyta,g__Clostridium,Probiotic_Day21,0.431244346,0.286072854,0.047390301,0.02084754
g__Ustilago,g__Clostridium,Probiotic_Day21,0.431244346,0.286072854,0.014408084,0.02084754
g__Colletotrichum,g__Flavonifractor,Essential oils_Day21,-0.431244346,0.286072854,0.035162325,0.018628755
g__Saccharomyces,g__Bifidobacterium,Essential oils_Day21,-0.431244346,0.286072854,0.034121991,0.050443819
